loan_id,customer_id,loan_amount,loan_term_months,interest_rate,loan_type,loan_status,loan_issue_date,loan_end_date
L012522,C01947,4995955,12,14.11,Business Loan,Defaulted,2023-12-06,2024-11-30
L012523,C08284,4468089,12,9.76,Credit Line,Active,2023-11-13,2024-11-07
L012524,C08848,3510619,240,9.01,Personal Loan,Closed,2021-09-07,2041-05-25
L012525,C02037,2625118,84,13.05,Education Loan,Active,2025-06-25,2032-05-19
L012526,C06504,962660,240,14.73,Auto Loan,Closed,2022-04-25,2042-01-10
L012527,C02513,3426539,48,17.22,Education Loan,Active,2023-10-03,2027-09-12
L012528,C07149,3736436,84,11.11,Auto Loan,Defaulted,2022-11-13,2029-10-07
L012529,C08507,1250134,180,12.59,Home Loan,Active,2024-09-16,2039-06-30
L012530,C08200,4715983,12,8.25,Personal Loan,Closed,2025-03-22,2026-03-17
L012531,C06191,1341486,180,16.15,Auto Loan,Closed,2023-08-26,2038-06-08
L012532,C07713,2285984,36,9.01,Home Loan,Active,2024-07-03,2027-06-18
L012533,C02200,4313839,240,9.34,Credit Line,Defaulted,2023-11-19,2043-08-06
L012534,C04721,3678211,180,8.32,Credit Line,Active,2021-07-24,2036-05-06
L012535,C02446,4388657,24,10.3,Home Loan,Active,2025-07-31,2027-07-21
L012536,C02151,1516697,24,14.15,Education Loan,Active,2023-10-08,2025-09-27
L012537,C09340,2016744,120,13.34,Personal Loan,Closed,2022-11-06,2032-09-14
L012538,C02594,1665432,120,17.84,Home Loan,Active,2025-12-09,2035-10-18
L012539,C01692,2100890,120,7.84,Education Loan,Active,2021-05-30,2031-04-08
L012540,C06946,3565312,12,10.87,Personal Loan,Active,2021-02-25,2022-02-20
L012541,C03464,552658,36,12.0,Credit Line,Active,2024-06-19,2027-06-04
L012542,C09298,2924622,180,11.64,Education Loan,Closed,2025-12-08,2040-09-20
L012543,C02810,517147,240,17.1,Credit Line,Closed,2023-04-27,2043-01-12
L012544,C04399,2412630,180,12.32,Business Loan,Closed,2024-01-13,2038-10-26
L012545,C08709,1979597,60,11.76,Personal Loan,Active,2022-07-13,2027-06-17
L012546,C03025,3916279,36,7.92,Auto Loan,Closed,2025-04-11,2028-03-26
L012547,C04205,4117527,120,11.69,Education Loan,Active,2025-08-18,2035-06-27
L012548,C02601,2149295,120,13.64,Education Loan,Closed,2025-04-22,2035-03-01
L012549,C06569,4933271,180,14.07,Personal Loan,Defaulted,2025-04-17,2040-01-29
L012550,C00534,251073,180,7.4,Education Loan,Closed,2023-12-31,2038-10-13
L012551,C06086,1725849,84,14.37,Auto Loan,Defaulted,2023-09-20,2030-08-14
L012552,C08728,3929195,120,10.08,Credit Line,Closed,2025-11-08,2035-09-17
L012553,C07232,2618124,24,15.74,Education Loan,Defaulted,2024-01-07,2025-12-27
L012554,C04197,430044,120,10.12,Auto Loan,Active,2022-09-04,2032-07-13
L012555,C02538,4906286,24,9.9,Personal Loan,Closed,2023-05-10,2025-04-29
L012556,C09797,4533847,24,7.19,Auto Loan,Active,2025-10-21,2027-10-11
L012557,C08059,630618,36,17.6,Personal Loan,Defaulted,2023-02-19,2026-02-03
L012558,C02979,439028,180,14.51,Education Loan,Active,2021-05-21,2036-03-03
L012559,C08727,393779,12,7.73,Auto Loan,Active,2021-02-04,2022-01-30
L012560,C03592,357118,60,16.53,Education Loan,Closed,2022-12-07,2027-11-11
L012561,C03635,1649842,24,15.56,Business Loan,Active,2022-11-14,2024-11-03
L012562,C04752,4874643,60,14.12,Education Loan,Active,2024-02-22,2029-01-26
L012563,C04396,2839616,48,12.84,Auto Loan,Active,2025-09-20,2029-08-30
L012564,C03181,3393564,24,17.25,Education Loan,Closed,2021-04-21,2023-04-11
L012565,C02682,4987424,60,12.74,Home Loan,Active,2024-06-20,2029-05-25
L012566,C05442,739475,120,7.39,Home Loan,Closed,2025-08-03,2035-06-12
L012567,C07065,3913797,36,15.71,Auto Loan,Closed,2021-10-27,2024-10-11
L012568,C00244,2158900,60,9.74,Home Loan,Active,2024-04-20,2029-03-25
L012569,C08027,4678817,240,9.12,Education Loan,Closed,2025-07-08,2045-03-25
L012570,C01540,4526642,180,14.44,Business Loan,Closed,2025-08-05,2040-05-18
L012571,C08801,2848951,120,16.92,Auto Loan,Closed,2025-08-18,2035-06-27
L012572,C08065,555949,240,16.69,Business Loan,Active,2022-12-18,2042-09-04
L012573,C05242,3705911,60,7.69,Auto Loan,Defaulted,2024-03-29,2029-03-03
L012574,C00439,1106750,240,7.32,Home Loan,Closed,2023-07-18,2043-04-04
L012575,C00528,863741,12,10.37,Home Loan,Active,2023-05-29,2024-05-23
L012576,C08065,4416213,120,9.98,Auto Loan,Active,2024-11-20,2034-09-29
L012577,C06488,821381,120,15.89,Home Loan,Closed,2024-09-04,2034-07-14
L012578,C06125,3391453,24,12.72,Personal Loan,Active,2023-03-26,2025-03-15
L012579,C08020,617096,240,7.42,Auto Loan,Closed,2023-09-16,2043-06-03
L012580,C08576,4163759,36,16.97,Personal Loan,Active,2021-12-18,2024-12-02
L012581,C03679,4074134,60,9.97,Home Loan,Active,2025-09-12,2030-08-17
L012582,C01328,4442688,84,9.8,Home Loan,Closed,2021-12-01,2028-10-25
L012583,C06414,3336228,240,14.41,Education Loan,Active,2025-11-21,2045-08-08
L012584,C01937,3493727,84,15.28,Personal Loan,Closed,2021-06-12,2028-05-06
L012585,C03617,2633933,240,13.16,Auto Loan,Defaulted,2021-04-10,2040-12-26
L012586,C09793,2072815,36,16.5,Personal Loan,Closed,2024-06-29,2027-06-14
L012587,C06213,2604083,84,15.83,Education Loan,Active,2024-12-07,2031-11-01
L012588,C06663,3471124,24,12.78,Business Loan,Active,2023-11-12,2025-11-01
L012589,C04956,4512176,12,12.1,Personal Loan,Active,2023-09-10,2024-09-04
L012590,C05451,589330,12,16.63,Business Loan,Closed,2024-04-14,2025-04-09
L012591,C04058,4060375,120,17.79,Business Loan,Active,2025-09-02,2035-07-12
L012592,C04760,2808678,120,17.68,Personal Loan,Closed,2024-04-26,2034-03-05
L012593,C02029,4315106,12,12.3,Personal Loan,Active,2025-10-26,2026-10-21
L012594,C09828,1505211,120,12.7,Personal Loan,Closed,2023-11-17,2033-09-25
L012595,C03150,535989,240,15.49,Home Loan,Closed,2021-08-30,2041-05-17
L012596,C05310,1894559,60,12.54,Personal Loan,Closed,2022-09-20,2027-08-25
L012597,C03241,4356048,36,16.09,Personal Loan,Closed,2022-08-29,2025-08-13
L012598,C01480,2875025,84,13.43,Education Loan,Active,2021-08-01,2028-06-25
L012599,C02939,4551813,24,16.32,Auto Loan,Closed,2021-01-18,2023-01-08
L012600,C07469,1021840,36,12.7,Auto Loan,Closed,2023-03-14,2026-02-26
L012601,C06493,1877815,84,12.35,Home Loan,Active,2022-07-22,2029-06-15
L012602,C04171,1727690,240,17.72,Auto Loan,Closed,2022-11-07,2042-07-25
L012603,C05983,2036061,48,7.32,Personal Loan,Defaulted,2022-03-24,2026-03-03
L012604,C01591,761853,84,9.93,Auto Loan,Active,2024-09-30,2031-08-25
L012605,C09649,3326461,24,15.39,Business Loan,Closed,2023-01-19,2025-01-08
L012606,C01661,224949,36,10.74,Auto Loan,Active,2022-10-12,2025-09-26
L012607,C04309,3682127,48,13.5,Credit Line,Active,2025-08-13,2029-07-23
L012608,C05515,867614,120,16.18,Auto Loan,Closed,2025-12-02,2035-10-11
L012609,C04266,657052,12,10.32,Education Loan,Closed,2022-10-02,2023-09-27
L012610,C07305,2683375,84,12.06,Home Loan,Active,2022-01-31,2028-12-25
L012611,C09380,2564186,84,7.23,Education Loan,Active,2025-12-05,2032-10-29
L012612,C00483,4912578,36,7.79,Credit Line,Active,2025-08-06,2028-07-21
L012613,C01588,2803795,120,12.92,Home Loan,Active,2025-01-23,2034-12-02
L012614,C08878,4109608,84,12.18,Auto Loan,Active,2024-03-08,2031-01-31
L012615,C06553,1948197,84,11.38,Credit Line,Active,2022-01-13,2028-12-07
L012616,C08147,3718800,36,17.02,Auto Loan,Active,2024-12-15,2027-11-30
L012617,C09989,1516550,24,9.77,Home Loan,Active,2021-06-24,2023-06-14
L012618,C00592,2626123,120,8.12,Auto Loan,Defaulted,2021-05-16,2031-03-25
L012619,C08624,2919992,180,7.25,Credit Line,Active,2025-10-09,2040-07-22
L012620,C05891,2936329,60,13.92,Home Loan,Active,2022-10-30,2027-10-04
L012621,C03922,1361535,12,14.27,Credit Line,Active,2024-12-20,2025-12-15
L012622,C07045,3377223,240,8.24,Education Loan,Closed,2025-12-06,2045-08-23
L012623,C01976,2559506,60,11.93,Credit Line,Active,2021-10-09,2026-09-13
L012624,C05100,3672393,60,16.27,Education Loan,Active,2025-07-15,2030-06-19
L012625,C09550,2321192,12,11.95,Auto Loan,Active,2021-06-27,2022-06-22
L012626,C00376,4498920,60,12.11,Credit Line,Closed,2023-02-24,2028-01-29
L012627,C07467,1160471,24,10.69,Personal Loan,Closed,2023-01-27,2025-01-16
L012628,C09933,182217,48,15.39,Business Loan,Active,2025-04-18,2029-03-28
L012629,C00260,3671462,120,16.94,Home Loan,Closed,2023-10-05,2033-08-13
L012630,C04575,3966372,180,7.3,Credit Line,Active,2023-02-24,2037-12-07
L012631,C01277,514112,60,13.91,Business Loan,Active,2025-09-26,2030-08-31
L012632,C06521,317910,120,17.37,Personal Loan,Closed,2021-12-28,2031-11-06
L012633,C05615,56741,120,10.16,Credit Line,Closed,2022-06-14,2032-04-22
L012634,C01651,3304457,120,11.52,Personal Loan,Active,2021-03-16,2031-01-23
L012635,C03204,4890653,84,11.7,Credit Line,Active,2025-03-31,2032-02-23
L012636,C09076,4979683,120,13.89,Education Loan,Closed,2023-12-22,2033-10-30
L012637,C09712,2700416,84,12.06,Auto Loan,Active,2024-08-02,2031-06-27
L012638,C07346,928981,240,17.71,Education Loan,Closed,2022-03-28,2041-12-13
L012639,C00397,2759068,12,7.55,Education Loan,Closed,2022-10-02,2023-09-27
L012640,C00528,879631,24,14.58,Auto Loan,Active,2021-08-11,2023-08-01
L012641,C01069,2731353,36,14.77,Business Loan,Closed,2022-09-29,2025-09-13
L012642,C07222,1662863,84,11.38,Education Loan,Active,2025-03-11,2032-02-03
L012643,C09886,3294079,60,13.88,Education Loan,Defaulted,2022-11-04,2027-10-09
L012644,C04117,339693,84,17.07,Credit Line,Closed,2021-11-15,2028-10-09
L012645,C01195,3053377,48,14.46,Education Loan,Active,2022-04-11,2026-03-21
L012646,C05201,3253597,60,12.85,Education Loan,Defaulted,2021-06-06,2026-05-11
L012647,C03173,2259183,60,15.7,Business Loan,Active,2024-07-17,2029-06-21
L012648,C04207,1614696,84,13.04,Credit Line,Active,2025-07-04,2032-05-28
L012649,C02722,4719746,12,9.36,Auto Loan,Closed,2023-10-17,2024-10-11
L012650,C05742,3054759,24,9.63,Personal Loan,Defaulted,2023-05-31,2025-05-20
L012651,C09952,2887814,36,15.86,Auto Loan,Closed,2021-12-06,2024-11-20
L012652,C04214,711310,36,11.05,Business Loan,Active,2021-08-25,2024-08-09
L012653,C06848,4664059,240,8.99,Personal Loan,Active,2025-10-14,2045-07-01
L012654,C01611,1979098,240,13.68,Personal Loan,Active,2022-09-07,2042-05-25
L012655,C01661,360835,84,9.18,Business Loan,Active,2022-05-27,2029-04-20
L012656,C05305,651395,12,14.96,Home Loan,Defaulted,2024-03-16,2025-03-11
L012657,C02525,2423952,180,15.83,Business Loan,Active,2022-09-24,2037-07-07
L012658,C04782,3508379,60,10.12,Credit Line,Closed,2024-04-01,2029-03-06
L012659,C05136,2265627,84,17.93,Business Loan,Active,2021-01-07,2027-12-02
L012660,C05349,1117379,12,8.98,Personal Loan,Active,2025-08-16,2026-08-11
L012661,C00556,730468,84,10.21,Personal Loan,Closed,2025-04-08,2032-03-02
L012662,C03274,610220,180,10.24,Education Loan,Closed,2023-03-29,2038-01-09
L012663,C00280,3436043,48,9.78,Personal Loan,Active,2025-04-26,2029-04-05
L012664,C01702,2922776,36,11.57,Education Loan,Defaulted,2022-10-23,2025-10-07
L012665,C00906,3184538,180,10.66,Business Loan,Closed,2021-08-01,2036-05-14
L012666,C07291,666624,240,13.76,Business Loan,Active,2021-07-27,2041-04-13
L012667,C07050,3932810,24,17.05,Credit Line,Active,2021-05-31,2023-05-21
L012668,C08249,572139,24,9.46,Business Loan,Closed,2021-04-19,2023-04-09
L012669,C03843,425899,48,11.54,Personal Loan,Active,2022-09-21,2026-08-31
L012670,C01505,4506858,60,16.81,Home Loan,Active,2021-01-19,2025-12-24
L012671,C07349,1172210,240,11.08,Personal Loan,Closed,2025-02-27,2044-11-14
L012672,C09874,3296676,12,13.74,Home Loan,Closed,2023-12-24,2024-12-18
L012673,C08126,2828929,60,12.53,Auto Loan,Active,2021-09-21,2026-08-26
L012674,C04174,2440057,60,7.82,Credit Line,Active,2021-06-23,2026-05-28
L012675,C02824,636686,12,16.77,Credit Line,Active,2025-12-01,2026-11-26
L012676,C07059,579515,48,17.51,Education Loan,Defaulted,2022-06-28,2026-06-07
L012677,C06826,2511231,12,11.13,Personal Loan,Active,2025-10-12,2026-10-07
L012678,C09070,3219977,12,11.66,Personal Loan,Active,2022-02-08,2023-02-03
L012679,C07746,2695333,12,11.06,Auto Loan,Defaulted,2021-03-17,2022-03-12
L012680,C08807,363075,36,17.08,Business Loan,Defaulted,2024-02-04,2027-01-19
L012681,C05388,4740051,240,14.93,Home Loan,Closed,2024-06-01,2044-02-17
L012682,C09965,757804,180,16.65,Education Loan,Active,2024-09-06,2039-06-20
L012683,C05776,4901207,24,14.34,Credit Line,Closed,2025-05-10,2027-04-30
L012684,C08336,1095957,240,11.5,Business Loan,Active,2023-11-14,2043-08-01
L012685,C09764,3114321,12,9.59,Auto Loan,Closed,2021-11-30,2022-11-25
L012686,C05280,777136,180,11.1,Education Loan,Active,2022-10-19,2037-08-01
L012687,C09459,4468183,120,15.86,Education Loan,Closed,2021-02-17,2030-12-27
L012688,C03274,2239372,48,13.87,Education Loan,Closed,2023-04-26,2027-04-05
L012689,C03575,3358388,84,10.51,Personal Loan,Active,2021-08-10,2028-07-04
L012690,C02287,4186869,24,14.62,Personal Loan,Active,2021-05-02,2023-04-22
L012691,C08606,3528015,48,11.23,Auto Loan,Active,2023-02-16,2027-01-26
L012692,C04868,950966,84,12.74,Education Loan,Active,2022-11-29,2029-10-23
L012693,C02372,3340949,60,10.46,Credit Line,Active,2022-09-26,2027-08-31
L012694,C09472,734691,180,7.15,Personal Loan,Active,2021-02-28,2035-12-12
L012695,C04041,2047136,120,10.13,Personal Loan,Closed,2024-12-17,2034-10-26
L012696,C01174,4174250,36,16.31,Personal Loan,Closed,2025-01-21,2028-01-06
L012697,C07524,4347118,120,8.18,Education Loan,Active,2022-12-03,2032-10-11
L012698,C06126,3122360,180,11.26,Credit Line,Closed,2024-10-17,2039-07-31
L012699,C08038,4276099,24,15.28,Auto Loan,Active,2022-03-09,2024-02-27
L012700,C02091,168937,240,15.49,Auto Loan,Closed,2025-03-25,2044-12-10
L012701,C04793,4618268,24,13.07,Credit Line,Active,2021-01-28,2023-01-18
L012702,C09662,2412356,24,15.13,Business Loan,Active,2021-02-12,2023-02-02
L012703,C09404,267554,24,8.8,Home Loan,Active,2024-08-14,2026-08-04
L012704,C01544,1016143,36,16.32,Home Loan,Active,2024-05-30,2027-05-15
L012705,C07793,1671376,180,11.82,Home Loan,Closed,2023-08-18,2038-05-31
L012706,C07083,4058773,60,10.02,Personal Loan,Closed,2021-08-17,2026-07-22
L012707,C00320,3024934,60,10.56,Auto Loan,Closed,2023-04-12,2028-03-16
L012708,C09533,4675449,120,10.87,Credit Line,Closed,2021-01-16,2030-11-25
L012709,C08482,2991686,48,7.88,Education Loan,Active,2024-01-13,2027-12-23
L012710,C09752,138542,48,10.3,Business Loan,Closed,2025-05-13,2029-04-22
L012711,C04870,1628793,84,7.75,Personal Loan,Closed,2022-10-03,2029-08-27
L012712,C07030,540505,120,8.64,Personal Loan,Active,2024-12-25,2034-11-03
L012713,C06028,3657014,60,8.19,Education Loan,Closed,2025-05-27,2030-05-01
L012714,C03691,2794117,120,14.59,Business Loan,Active,2023-10-21,2033-08-29
L012715,C04986,2451594,36,14.1,Auto Loan,Active,2024-07-20,2027-07-05
L012716,C06653,203963,180,8.82,Auto Loan,Active,2022-12-09,2037-09-21
L012717,C01035,1773716,12,7.86,Credit Line,Closed,2025-05-08,2026-05-03
L012718,C08427,1265350,24,11.12,Education Loan,Closed,2022-02-15,2024-02-05
L012719,C06758,2285195,240,9.07,Education Loan,Active,2023-02-16,2042-11-03
L012720,C08656,1332188,48,12.51,Auto Loan,Active,2021-07-15,2025-06-24
L012721,C00158,3526019,84,8.72,Home Loan,Active,2021-05-09,2028-04-02
L012722,C09749,4397827,12,16.13,Education Loan,Active,2025-11-11,2026-11-06
L012723,C08606,1830091,240,9.69,Education Loan,Active,2024-05-03,2044-01-19
L012724,C04845,685359,24,16.19,Home Loan,Active,2021-03-25,2023-03-15
L012725,C03696,695863,180,15.46,Home Loan,Active,2024-09-17,2039-07-01
L012726,C04216,2810908,48,14.97,Credit Line,Active,2023-12-17,2027-11-26
L012727,C09730,2068143,240,13.31,Personal Loan,Closed,2021-07-02,2041-03-19
L012728,C05531,3880302,48,16.47,Home Loan,Defaulted,2021-12-04,2025-11-13
L012729,C02706,752439,12,10.75,Business Loan,Closed,2025-07-26,2026-07-21
L012730,C01236,2817164,24,16.57,Business Loan,Closed,2024-05-21,2026-05-11
L012731,C01745,4425352,48,9.7,Auto Loan,Active,2023-06-15,2027-05-25
L012732,C04735,4910873,24,11.16,Personal Loan,Closed,2024-08-12,2026-08-02
L012733,C09236,199096,84,7.31,Personal Loan,Active,2022-11-03,2029-09-27
L012734,C08589,1808071,84,15.42,Personal Loan,Active,2022-12-16,2029-11-09
L012735,C05220,1875923,84,9.66,Personal Loan,Defaulted,2021-08-28,2028-07-22
L012736,C00680,3136915,48,16.63,Credit Line,Active,2021-02-07,2025-01-17
L012737,C01425,2383252,48,13.72,Personal Loan,Active,2022-10-28,2026-10-07
L012738,C00726,1457065,12,9.94,Auto Loan,Active,2025-05-23,2026-05-18
L012739,C04047,1718600,180,17.85,Auto Loan,Active,2025-10-02,2040-07-15
L012740,C03407,1249351,120,11.18,Personal Loan,Closed,2024-07-29,2034-06-07
L012741,C07180,4885406,12,16.69,Education Loan,Active,2022-03-01,2023-02-24
L012742,C05512,1088221,12,12.52,Credit Line,Active,2024-12-29,2025-12-24
L012743,C06771,1224193,60,14.11,Credit Line,Closed,2025-08-29,2030-08-03
L012744,C08713,1695097,180,11.36,Home Loan,Closed,2025-12-14,2040-09-26
L012745,C05496,3424421,120,14.27,Business Loan,Active,2023-10-27,2033-09-04
L012746,C03673,2845064,36,11.55,Auto Loan,Active,2025-07-15,2028-06-29
L012747,C05902,3661048,12,16.58,Business Loan,Active,2022-12-19,2023-12-14
L012748,C08678,1954131,24,12.27,Business Loan,Active,2021-07-20,2023-07-10
L012749,C04186,1848682,120,13.3,Home Loan,Closed,2024-08-29,2034-07-08
L012750,C09176,4961653,36,15.6,Personal Loan,Closed,2022-09-27,2025-09-11
L012751,C02100,746251,120,11.9,Credit Line,Closed,2021-04-25,2031-03-04
L012752,C04991,2284792,48,8.09,Education Loan,Active,2023-05-20,2027-04-29
L012753,C06189,4214907,24,7.19,Credit Line,Defaulted,2023-02-10,2025-01-30
L012754,C07378,615817,48,7.49,Personal Loan,Closed,2021-06-26,2025-06-05
L012755,C01583,4170503,60,10.35,Auto Loan,Closed,2023-06-16,2028-05-20
L012756,C02005,327018,60,10.14,Home Loan,Defaulted,2023-04-06,2028-03-10
L012757,C00659,2772579,84,16.69,Education Loan,Closed,2025-05-30,2032-04-23
L012758,C03777,1452207,120,8.99,Home Loan,Active,2021-04-12,2031-02-19
L012759,C05415,789875,180,15.34,Business Loan,Active,2022-11-30,2037-09-12
L012760,C09098,4660084,120,8.43,Education Loan,Active,2024-01-15,2033-11-23
L012761,C04097,1366563,36,14.72,Business Loan,Active,2025-04-26,2028-04-10
L012762,C03389,977483,48,7.33,Education Loan,Active,2022-07-28,2026-07-07
L012763,C08804,2393639,36,13.96,Education Loan,Closed,2022-11-01,2025-10-16
L012764,C07368,3588097,24,7.14,Auto Loan,Active,2021-05-17,2023-05-07
L012765,C01566,3434416,180,12.34,Home Loan,Active,2021-07-31,2036-05-13
L012766,C00672,681629,36,17.73,Business Loan,Active,2025-07-13,2028-06-27
L012767,C09856,2876016,36,17.31,Credit Line,Active,2021-07-15,2024-06-29
L012768,C08370,2413195,60,8.08,Personal Loan,Active,2022-11-10,2027-10-15
L012769,C01209,2054862,12,16.11,Auto Loan,Closed,2025-03-15,2026-03-10
L012770,C06449,3124388,120,16.72,Personal Loan,Closed,2025-05-30,2035-04-08
L012771,C04437,3396783,36,17.46,Business Loan,Active,2025-10-05,2028-09-19
L012772,C04896,4565779,120,14.7,Personal Loan,Defaulted,2024-06-13,2034-04-22
L012773,C08884,4130644,24,15.66,Credit Line,Closed,2022-10-26,2024-10-15
L012774,C03874,677061,240,13.24,Education Loan,Active,2024-11-16,2044-08-03
L012775,C04487,4652976,60,7.1,Home Loan,Active,2024-04-12,2029-03-17
L012776,C06579,1325504,180,8.09,Home Loan,Active,2025-10-24,2040-08-06
L012777,C02867,3567589,84,14.95,Auto Loan,Active,2021-10-19,2028-09-12
L012778,C00431,3680403,36,12.4,Business Loan,Active,2023-06-20,2026-06-04
L012779,C01781,3483224,84,15.85,Personal Loan,Active,2024-05-31,2031-04-25
L012780,C03363,4432018,24,11.51,Personal Loan,Active,2021-05-10,2023-04-30
L012781,C07588,3678072,36,12.91,Personal Loan,Active,2021-12-04,2024-11-18
L012782,C02828,3095870,60,12.81,Education Loan,Active,2025-12-11,2030-11-15
L012783,C07262,1054631,12,12.1,Credit Line,Closed,2021-11-28,2022-11-23
L012784,C08647,445260,24,17.03,Business Loan,Defaulted,2021-11-11,2023-11-01
L012785,C00557,3991786,120,14.47,Business Loan,Closed,2025-05-14,2035-03-23
L012786,C09054,4696239,240,17.73,Education Loan,Closed,2021-05-03,2041-01-18
L012787,C07242,1371182,240,7.91,Business Loan,Active,2024-09-04,2044-05-22
L012788,C08021,259744,120,13.79,Home Loan,Defaulted,2024-12-11,2034-10-20
L012789,C04258,472139,60,16.09,Personal Loan,Closed,2023-05-02,2028-04-05
L012790,C00049,2622361,240,15.35,Education Loan,Closed,2025-02-08,2044-10-26
L012791,C09402,3226083,36,13.27,Education Loan,Active,2025-05-02,2028-04-16
L012792,C05460,4982342,48,12.21,Personal Loan,Closed,2021-05-17,2025-04-26
L012793,C06482,4438082,60,12.45,Home Loan,Active,2025-12-23,2030-11-27
L012794,C04725,2995034,84,14.48,Personal Loan,Active,2024-02-25,2031-01-19
L012795,C01507,2906803,60,11.68,Business Loan,Closed,2023-06-25,2028-05-29
L012796,C03755,4165752,120,7.32,Personal Loan,Defaulted,2024-10-23,2034-09-01
L012797,C05609,255541,12,14.94,Education Loan,Active,2021-09-02,2022-08-28
L012798,C07970,132734,48,13.97,Auto Loan,Closed,2024-08-30,2028-08-09
L012799,C02213,2610849,24,12.68,Personal Loan,Closed,2024-01-08,2025-12-28
L012800,C02220,3072625,180,8.09,Home Loan,Closed,2022-11-13,2037-08-26
L012801,C07614,1955474,180,11.3,Personal Loan,Active,2024-06-14,2039-03-28
L012802,C04690,2546653,60,12.74,Education Loan,Active,2024-11-28,2029-11-02
L012803,C02984,2776804,240,13.9,Personal Loan,Closed,2023-10-28,2043-07-15
L012804,C09209,761923,180,11.19,Personal Loan,Active,2025-07-05,2040-04-17
L012805,C00869,4862039,180,7.04,Personal Loan,Closed,2021-12-10,2036-09-22
L012806,C03404,4198898,12,8.97,Business Loan,Defaulted,2021-01-12,2022-01-07
L012807,C05640,4159574,12,14.64,Education Loan,Closed,2022-10-14,2023-10-09
L012808,C08928,385622,36,17.42,Auto Loan,Active,2021-04-13,2024-03-28
L012809,C06998,138176,84,11.36,Auto Loan,Closed,2024-12-08,2031-11-02
L012810,C01271,4938054,240,8.04,Credit Line,Active,2025-03-27,2044-12-12
L012811,C03497,1853232,12,11.67,Personal Loan,Active,2023-04-03,2024-03-28
L012812,C08161,1783927,120,16.21,Credit Line,Active,2023-08-21,2033-06-29
L012813,C09377,4834073,48,15.65,Credit Line,Active,2022-01-23,2026-01-02
L012814,C02123,1859475,24,11.09,Education Loan,Active,2023-01-18,2025-01-07
L012815,C01641,1500893,240,7.03,Home Loan,Active,2025-02-11,2044-10-29
L012816,C07898,65605,24,10.66,Business Loan,Active,2024-07-07,2026-06-27
L012817,C08457,2968823,24,15.41,Education Loan,Active,2022-05-04,2024-04-23
L012818,C08205,2896810,120,16.56,Business Loan,Active,2022-09-28,2032-08-06
L012819,C06031,3224761,48,11.85,Business Loan,Active,2024-06-10,2028-05-20
L012820,C01514,2749693,36,7.3,Business Loan,Closed,2024-06-23,2027-06-08
L012821,C01194,4732077,120,13.08,Credit Line,Active,2025-11-13,2035-09-22
L012822,C01305,2908511,240,8.05,Business Loan,Closed,2023-05-28,2043-02-12
L012823,C02600,809172,180,14.96,Auto Loan,Closed,2022-04-30,2037-02-10
L012824,C01589,2733818,84,13.88,Business Loan,Active,2025-05-02,2032-03-26
L012825,C05822,1422964,120,8.66,Auto Loan,Active,2021-07-06,2031-05-15
L012826,C05209,4927433,12,15.84,Personal Loan,Closed,2021-02-03,2022-01-29
L012827,C06767,4296876,180,10.52,Auto Loan,Active,2022-12-16,2037-09-28
L012828,C08598,2726241,84,15.78,Education Loan,Closed,2025-09-05,2032-07-30
L012829,C05199,2317330,12,17.34,Home Loan,Closed,2022-02-18,2023-02-13
L012830,C09023,2149113,12,12.64,Education Loan,Active,2022-09-26,2023-09-21
L012831,C07538,1539107,120,7.33,Credit Line,Active,2021-08-07,2031-06-16
L012832,C09653,3209740,12,11.81,Education Loan,Active,2021-12-28,2022-12-23
L012833,C01655,4674467,240,12.64,Business Loan,Active,2021-12-10,2041-08-27
L012834,C00131,3097721,12,9.84,Home Loan,Closed,2025-01-18,2026-01-13
L012835,C06862,2885685,36,10.61,Education Loan,Closed,2024-07-29,2027-07-14
L012836,C03211,3871542,36,9.95,Education Loan,Active,2022-12-19,2025-12-03
L012837,C00448,4796788,48,12.38,Education Loan,Active,2023-05-10,2027-04-19
L012838,C07669,758861,36,8.55,Personal Loan,Closed,2022-07-09,2025-06-23
L012839,C06027,3785536,240,9.44,Home Loan,Active,2022-10-13,2042-06-30
L012840,C05116,1898030,60,13.09,Education Loan,Active,2025-01-21,2029-12-26
L012841,C02313,1583100,240,17.97,Home Loan,Active,2024-08-05,2044-04-22
L012842,C09343,1409551,84,16.84,Education Loan,Active,2021-03-29,2028-02-21
L012843,C02903,3465984,48,11.74,Credit Line,Active,2022-07-22,2026-07-01
L012844,C04385,3795979,24,7.22,Business Loan,Active,2025-02-11,2027-02-01
L012845,C01057,4752617,84,13.92,Auto Loan,Closed,2025-12-29,2032-11-22
L012846,C04544,3894042,84,12.85,Auto Loan,Active,2024-03-20,2031-02-12
L012847,C02691,3549041,84,11.91,Credit Line,Active,2023-02-12,2030-01-06
L012848,C00671,2516832,60,12.76,Auto Loan,Active,2021-07-30,2026-07-04
L012849,C06628,4857528,180,12.93,Auto Loan,Closed,2025-01-18,2039-11-01
L012850,C00307,3882969,180,13.36,Home Loan,Closed,2021-08-03,2036-05-16
L012851,C05835,969740,48,7.43,Auto Loan,Active,2025-04-19,2029-03-29
L012852,C00471,3729411,48,11.6,Education Loan,Active,2024-08-13,2028-07-23
L012853,C06573,51519,12,13.27,Business Loan,Active,2024-06-29,2025-06-24
L012854,C02543,2385294,240,12.55,Personal Loan,Active,2021-05-23,2041-02-07
