customer_id,credit_score,debt_to_income_ratio,late_payments,loan_default,risk_category
C05664,747,0.48,1,0,Medium Risk
C05665,493,0.59,0,0,High Risk
C05666,850,0.3,0,0,Low Risk
C05667,695,0.61,0,0,Medium Risk
C05668,611,0.31,2,0,Medium Risk
C05669,675,0.22,1,0,Medium Risk
C05670,602,0.54,1,0,Medium Risk
C05671,705,0.3,2,0,Medium Risk
C05672,617,0.67,2,0,Medium Risk
C05673,702,0.58,3,0,Medium Risk
C05674,646,0.24,3,0,Medium Risk
C05675,742,0.69,2,0,Medium Risk
C05676,844,0.32,1,0,Low Risk
C05677,625,0.43,0,1,Medium Risk
C05678,685,0.14,2,0,Medium Risk
C05679,749,0.12,3,0,Medium Risk
C05680,799,0.28,0,0,Low Risk
C05681,723,0.11,2,0,Medium Risk
C05682,622,0.27,2,0,Medium Risk
C05683,581,0.41,1,0,High Risk
C05684,714,0.51,2,0,Medium Risk
C05685,750,0.25,1,0,Low Risk
C05686,736,0.34,2,0,Medium Risk
C05687,748,0.33,1,0,Medium Risk
C05688,575,0.3,0,1,High Risk
C05689,638,0.33,2,0,Medium Risk
C05690,675,0.39,8,0,Medium Risk
C05691,712,0.22,1,1,Medium Risk
C05692,714,0.38,2,0,Medium Risk
C05693,720,0.26,1,0,Medium Risk
C05694,513,0.14,2,0,High Risk
C05695,571,0.23,2,0,High Risk
C05696,694,0.66,0,1,Medium Risk
C05697,703,0.4,1,0,Medium Risk
C05698,675,0.69,2,0,Medium Risk
C05699,726,0.24,0,0,Medium Risk
C05700,749,0.28,2,0,Medium Risk
C05701,590,0.48,0,0,High Risk
C05702,534,0.31,4,0,High Risk
C05703,654,0.32,3,0,Medium Risk
C05704,750,0.61,4,0,Low Risk
C05705,712,0.12,4,0,Medium Risk
C05706,664,0.5,0,0,Medium Risk
C05707,800,0.63,0,0,Low Risk
C05708,850,0.2,2,0,Low Risk
C05709,755,0.34,3,0,Low Risk
C05710,831,0.59,1,0,Low Risk
C05711,554,0.42,2,0,High Risk
C05712,701,0.31,3,0,Medium Risk
C05713,642,0.48,3,0,Medium Risk
C05714,752,0.29,2,0,Low Risk
C05715,579,0.48,3,0,High Risk
C05716,686,0.19,0,0,Medium Risk
C05717,633,0.24,3,0,Medium Risk
C05718,762,0.11,1,0,Low Risk
C05719,645,0.21,0,0,Medium Risk
C05720,549,0.18,3,1,High Risk
C05721,732,0.46,4,0,Medium Risk
C05722,767,0.67,4,0,Low Risk
C05723,610,0.23,1,0,Medium Risk
C05724,750,0.18,1,0,Low Risk
C05725,699,0.42,3,0,Medium Risk
C05726,698,0.21,0,0,Medium Risk
C05727,494,0.42,2,0,High Risk
C05728,793,0.4,1,0,Low Risk
C05729,721,0.11,1,0,Medium Risk
C05730,714,0.68,1,0,Medium Risk
C05731,727,0.22,3,0,Medium Risk
C05732,712,0.64,1,0,Medium Risk
C05733,823,0.33,1,0,Low Risk
C05734,789,0.2,1,1,Low Risk
C05735,649,0.16,2,0,Medium Risk
C05736,850,0.41,1,0,Low Risk
C05737,759,0.32,1,0,Low Risk
C05738,850,0.65,3,1,Low Risk
C05739,710,0.22,2,0,Medium Risk
C05740,700,0.53,2,0,Medium Risk
C05741,578,0.21,1,0,High Risk
C05742,530,0.62,3,0,High Risk
C05743,691,0.41,1,0,Medium Risk
C05744,659,0.6,0,0,Medium Risk
C05745,726,0.36,1,0,Medium Risk
C05746,628,0.21,5,0,Medium Risk
C05747,754,0.42,4,0,Low Risk
C05748,771,0.26,1,0,Low Risk
C05749,846,0.21,3,0,Low Risk
C05750,850,0.64,0,0,Low Risk
C05751,757,0.43,2,0,Low Risk
C05752,850,0.58,2,0,Low Risk
C05753,729,0.57,2,0,Medium Risk
C05754,715,0.1,1,0,Medium Risk
C05755,601,0.63,0,0,Medium Risk
C05756,698,0.56,1,0,Medium Risk
C05757,661,0.26,1,0,Medium Risk
C05758,604,0.24,3,1,Medium Risk
C05759,550,0.13,1,0,High Risk
C05760,688,0.16,2,0,Medium Risk
C05761,590,0.22,1,0,High Risk
C05762,677,0.1,2,0,Medium Risk
C05763,762,0.29,2,0,Low Risk
C05764,609,0.65,2,0,Medium Risk
C05765,578,0.43,0,1,High Risk
C05766,570,0.45,4,1,High Risk
C05767,629,0.24,2,0,Medium Risk
C05768,633,0.24,1,0,Medium Risk
C05769,570,0.32,2,0,High Risk
C05770,775,0.26,1,0,Low Risk
C05771,740,0.62,3,0,Medium Risk
C05772,552,0.21,1,1,High Risk
C05773,594,0.5,3,0,High Risk
C05774,766,0.39,1,0,Low Risk
C05775,572,0.51,2,0,High Risk
C05776,603,0.6,1,1,Medium Risk
C05777,671,0.3,2,0,Medium Risk
C05778,621,0.42,2,0,Medium Risk
C05779,850,0.4,1,0,Low Risk
C05780,730,0.32,2,0,Medium Risk
C05781,714,0.59,2,0,Medium Risk
C05782,685,0.11,3,0,Medium Risk
C05783,767,0.29,0,0,Low Risk
C05784,715,0.6,2,0,Medium Risk
C05785,645,0.62,2,0,Medium Risk
C05786,542,0.52,2,0,High Risk
C05787,632,0.3,1,0,Medium Risk
C05788,659,0.59,0,0,Medium Risk
C05789,732,0.15,3,0,Medium Risk
C05790,773,0.26,2,0,Low Risk
C05791,689,0.16,3,0,Medium Risk
C05792,697,0.17,3,0,Medium Risk
C05793,582,0.46,1,1,High Risk
C05794,612,0.14,2,0,Medium Risk
C05795,527,0.51,0,0,High Risk
C05796,634,0.31,3,0,Medium Risk
C05797,719,0.13,4,0,Medium Risk
C05798,749,0.27,1,0,Medium Risk
C05799,629,0.34,2,0,Medium Risk
C05800,785,0.32,0,0,Low Risk
C05801,822,0.41,3,0,Low Risk
C05802,768,0.4,2,0,Low Risk
C05803,797,0.32,3,0,Low Risk
C05804,607,0.64,5,0,Medium Risk
C05805,560,0.23,1,0,High Risk
C05806,772,0.3,1,0,Low Risk
C05807,814,0.43,1,0,Low Risk
C05808,839,0.25,1,1,Low Risk
C05809,539,0.19,1,0,High Risk
C05810,694,0.1,2,0,Medium Risk
C05811,588,0.67,3,0,High Risk
C05812,674,0.57,1,0,Medium Risk
C05813,766,0.63,1,0,Low Risk
C05814,723,0.12,6,0,Medium Risk
C05815,557,0.14,4,1,High Risk
C05816,673,0.43,4,0,Medium Risk
C05817,642,0.11,5,0,Medium Risk
C05818,772,0.26,0,0,Low Risk
C05819,624,0.68,3,0,Medium Risk
C05820,704,0.31,0,0,Medium Risk
C05821,661,0.69,2,0,Medium Risk
C05822,849,0.17,1,0,Low Risk
C05823,752,0.33,3,0,Low Risk
C05824,678,0.1,0,0,Medium Risk
C05825,656,0.45,5,0,Medium Risk
C05826,689,0.31,1,0,Medium Risk
C05827,850,0.4,4,0,Low Risk
C05828,742,0.58,2,0,Medium Risk
C05829,718,0.43,2,0,Medium Risk
C05830,752,0.5,4,0,Low Risk
C05831,741,0.38,1,0,Medium Risk
C05832,749,0.55,0,0,Medium Risk
C05833,751,0.46,2,0,Low Risk
C05834,601,0.62,3,0,Medium Risk
C05835,573,0.55,1,1,High Risk
C05836,752,0.24,3,0,Low Risk
C05837,723,0.41,2,1,Medium Risk
C05838,641,0.62,4,0,Medium Risk
C05839,628,0.62,0,1,Medium Risk
C05840,736,0.39,4,1,Medium Risk
C05841,735,0.29,2,0,Medium Risk
C05842,555,0.23,0,0,High Risk
C05843,694,0.22,0,0,Medium Risk
C05844,678,0.19,2,0,Medium Risk
C05845,666,0.7,2,0,Medium Risk
C05846,592,0.5,1,0,High Risk
C05847,627,0.29,2,0,Medium Risk
C05848,661,0.28,3,0,Medium Risk
C05849,522,0.28,1,0,High Risk
C05850,784,0.62,1,0,Low Risk
C05851,683,0.41,1,0,Medium Risk
C05852,637,0.26,1,0,Medium Risk
C05853,598,0.58,2,1,High Risk
C05854,712,0.55,5,0,Medium Risk
C05855,538,0.38,2,1,High Risk
C05856,755,0.51,0,0,Low Risk
C05857,762,0.54,1,0,Low Risk
C05858,630,0.13,2,0,Medium Risk
C05859,485,0.63,0,0,High Risk
C05860,636,0.27,0,0,Medium Risk
C05861,662,0.69,3,0,Medium Risk
C05862,678,0.64,5,0,Medium Risk
C05863,850,0.11,2,0,Low Risk
C05864,720,0.47,4,0,Medium Risk
C05865,842,0.68,1,0,Low Risk
C05866,761,0.44,3,0,Low Risk
C05867,725,0.47,2,0,Medium Risk
C05868,701,0.66,3,0,Medium Risk
C05869,512,0.44,1,0,High Risk
C05870,504,0.25,3,0,High Risk
C05871,757,0.38,1,0,Low Risk
C05872,683,0.31,3,0,Medium Risk
C05873,783,0.2,0,0,Low Risk
C05874,549,0.23,1,0,High Risk
C05875,718,0.14,5,0,Medium Risk
C05876,731,0.2,4,0,Medium Risk
C05877,632,0.26,1,0,Medium Risk
C05878,594,0.55,3,0,High Risk
C05879,596,0.32,1,0,High Risk
C05880,626,0.51,2,0,Medium Risk
C05881,645,0.7,3,0,Medium Risk
C05882,634,0.45,3,0,Medium Risk
C05883,718,0.47,4,0,Medium Risk
C05884,676,0.43,2,0,Medium Risk
C05885,577,0.34,0,0,High Risk
C05886,739,0.21,3,0,Medium Risk
C05887,583,0.69,3,1,High Risk
C05888,658,0.39,4,0,Medium Risk
C05889,597,0.66,1,1,High Risk
C05890,627,0.26,2,0,Medium Risk
C05891,644,0.17,0,0,Medium Risk
C05892,648,0.48,4,1,Medium Risk
C05893,668,0.61,2,0,Medium Risk
C05894,686,0.5,1,0,Medium Risk
C05895,783,0.55,4,0,Low Risk
C05896,596,0.47,0,0,High Risk
C05897,429,0.55,0,0,High Risk
C05898,592,0.31,3,0,High Risk
C05899,787,0.33,4,0,Low Risk
C05900,747,0.57,4,0,Medium Risk
C05901,617,0.58,4,0,Medium Risk
C05902,656,0.15,1,0,Medium Risk
C05903,509,0.11,2,0,High Risk
C05904,611,0.5,5,0,Medium Risk
C05905,618,0.15,5,0,Medium Risk
C05906,757,0.2,0,0,Low Risk
C05907,673,0.22,4,0,Medium Risk
C05908,591,0.41,1,0,High Risk
C05909,561,0.22,2,0,High Risk
C05910,764,0.21,1,0,Low Risk
C05911,676,0.11,1,1,Medium Risk
C05912,601,0.56,1,0,Medium Risk
C05913,776,0.18,2,0,Low Risk
C05914,755,0.44,3,0,Low Risk
C05915,643,0.28,1,0,Medium Risk
C05916,579,0.21,1,0,High Risk
C05917,819,0.31,2,0,Low Risk
C05918,744,0.25,3,0,Medium Risk
C05919,675,0.36,0,0,Medium Risk
C05920,577,0.51,1,0,High Risk
C05921,727,0.13,2,0,Medium Risk
C05922,595,0.21,3,0,High Risk
C05923,744,0.15,4,0,Medium Risk
C05924,734,0.68,1,0,Medium Risk
C05925,624,0.44,3,0,Medium Risk
C05926,734,0.59,3,0,Medium Risk
C05927,645,0.26,1,0,Medium Risk
C05928,779,0.64,3,0,Low Risk
C05929,644,0.48,0,0,Medium Risk
C05930,751,0.34,4,0,Low Risk
C05931,850,0.46,2,0,Low Risk
C05932,616,0.18,2,0,Medium Risk
C05933,564,0.29,0,0,High Risk
C05934,694,0.42,1,0,Medium Risk
C05935,733,0.48,1,0,Medium Risk
C05936,610,0.23,4,0,Medium Risk
C05937,679,0.7,1,0,Medium Risk
C05938,616,0.6,4,0,Medium Risk
C05939,550,0.45,2,0,High Risk
C05940,711,0.68,2,0,Medium Risk
C05941,687,0.41,2,0,Medium Risk
C05942,591,0.67,3,0,High Risk
C05943,609,0.55,2,0,Medium Risk
C05944,654,0.23,1,0,Medium Risk
C05945,676,0.34,2,0,Medium Risk
C05946,558,0.26,1,0,High Risk
C05947,627,0.53,1,0,Medium Risk
C05948,789,0.56,2,0,Low Risk
C05949,741,0.51,0,0,Medium Risk
C05950,656,0.43,2,0,Medium Risk
C05951,786,0.34,4,0,Low Risk
C05952,670,0.69,1,0,Medium Risk
C05953,654,0.12,2,0,Medium Risk
C05954,711,0.17,2,0,Medium Risk
C05955,705,0.46,0,0,Medium Risk
C05956,810,0.55,2,0,Low Risk
C05957,592,0.67,0,0,High Risk
C05958,751,0.39,1,0,Low Risk
C05959,665,0.26,5,0,Medium Risk
C05960,570,0.62,1,1,High Risk
C05961,718,0.36,2,0,Medium Risk
C05962,649,0.18,1,0,Medium Risk
C05963,805,0.41,3,0,Low Risk
C05964,613,0.42,5,0,Medium Risk
C05965,632,0.24,4,0,Medium Risk
C05966,698,0.19,3,0,Medium Risk
C05967,531,0.19,1,1,High Risk
C05968,778,0.59,6,0,Low Risk
C05969,789,0.4,2,0,Low Risk
C05970,749,0.54,3,0,Medium Risk
C05971,700,0.68,1,0,Medium Risk
C05972,743,0.58,2,0,Medium Risk
C05973,712,0.19,2,0,Medium Risk
C05974,765,0.35,3,0,Low Risk
C05975,848,0.4,2,0,Low Risk
C05976,679,0.52,1,0,Medium Risk
C05977,665,0.68,3,1,Medium Risk
C05978,672,0.27,2,0,Medium Risk
C05979,581,0.62,1,1,High Risk
C05980,698,0.14,3,0,Medium Risk
C05981,544,0.62,2,0,High Risk
C05982,797,0.52,2,0,Low Risk
C05983,805,0.12,1,0,Low Risk
C05984,612,0.47,5,0,Medium Risk
C05985,593,0.66,0,0,High Risk
C05986,768,0.36,2,0,Low Risk
C05987,551,0.17,2,0,High Risk
C05988,607,0.69,2,1,Medium Risk
C05989,593,0.35,4,0,High Risk
C05990,721,0.42,1,0,Medium Risk
C05991,723,0.68,3,0,Medium Risk
C05992,707,0.45,1,0,Medium Risk
C05993,674,0.51,1,0,Medium Risk
C05994,742,0.53,2,0,Medium Risk
C05995,687,0.55,4,0,Medium Risk
C05996,820,0.58,4,0,Low Risk
C05997,772,0.14,0,0,Low Risk
C05998,613,0.66,0,0,Medium Risk
C05999,650,0.43,1,1,Medium Risk
C06000,664,0.42,2,0,Medium Risk
C06001,595,0.6,1,0,High Risk
C06002,780,0.28,1,0,Low Risk
C06003,753,0.49,2,0,Low Risk
C06004,657,0.29,2,0,Medium Risk
C06005,724,0.56,2,0,Medium Risk
C06006,642,0.36,5,0,Medium Risk
C06007,767,0.21,0,0,Low Risk
C06008,667,0.65,4,0,Medium Risk
C06009,504,0.55,0,0,High Risk
C06010,568,0.11,3,0,High Risk
C06011,797,0.14,0,0,Low Risk
C06012,667,0.33,2,0,Medium Risk
C06013,716,0.57,3,0,Medium Risk
C06014,669,0.27,4,0,Medium Risk
C06015,554,0.69,1,0,High Risk
C06016,585,0.65,3,0,High Risk
C06017,780,0.62,3,0,Low Risk
C06018,776,0.11,3,0,Low Risk
C06019,560,0.68,0,0,High Risk
C06020,791,0.45,3,0,Low Risk
C06021,639,0.45,2,0,Medium Risk
C06022,702,0.16,2,0,Medium Risk
C06023,684,0.47,3,0,Medium Risk
C06024,743,0.42,4,0,Medium Risk
C06025,760,0.42,2,1,Low Risk
C06026,651,0.21,2,0,Medium Risk
C06027,784,0.43,1,0,Low Risk
C06028,810,0.14,3,0,Low Risk
C06029,720,0.11,3,0,Medium Risk
C06030,593,0.23,1,0,High Risk
C06031,728,0.58,3,0,Medium Risk
C06032,643,0.46,3,0,Medium Risk
C06033,657,0.64,2,0,Medium Risk
C06034,605,0.33,0,0,Medium Risk
C06035,815,0.31,4,0,Low Risk
C06036,680,0.52,1,0,Medium Risk
C06037,810,0.34,1,0,Low Risk
C06038,754,0.33,3,0,Low Risk
C06039,618,0.38,1,0,Medium Risk
C06040,620,0.17,4,0,Medium Risk
C06041,674,0.22,4,1,Medium Risk
C06042,686,0.46,1,0,Medium Risk
C06043,651,0.47,3,0,Medium Risk
C06044,787,0.45,1,0,Low Risk
C06045,697,0.22,1,0,Medium Risk
C06046,714,0.36,1,0,Medium Risk
C06047,592,0.65,3,0,High Risk
C06048,528,0.62,1,0,High Risk
C06049,768,0.43,0,0,Low Risk
C06050,599,0.64,1,0,High Risk
C06051,664,0.51,3,0,Medium Risk
C06052,682,0.35,4,0,Medium Risk
C06053,701,0.57,3,0,Medium Risk
C06054,645,0.28,4,0,Medium Risk
C06055,615,0.61,1,0,Medium Risk
C06056,642,0.3,1,0,Medium Risk
C06057,534,0.58,2,0,High Risk
C06058,726,0.27,1,0,Medium Risk
C06059,736,0.65,1,0,Medium Risk
C06060,726,0.21,1,1,Medium Risk
C06061,699,0.53,2,0,Medium Risk
C06062,786,0.35,4,0,Low Risk
C06063,796,0.11,3,0,Low Risk
C06064,782,0.3,0,0,Low Risk
C06065,683,0.22,2,0,Medium Risk
C06066,677,0.43,1,0,Medium Risk
C06067,695,0.26,1,0,Medium Risk
C06068,630,0.14,2,0,Medium Risk
C06069,705,0.67,1,0,Medium Risk
C06070,694,0.61,2,0,Medium Risk
C06071,769,0.13,3,0,Low Risk
C06072,813,0.26,0,0,Low Risk
C06073,713,0.48,3,0,Medium Risk
C06074,750,0.29,0,0,Low Risk
C06075,688,0.27,4,0,Medium Risk
C06076,758,0.46,2,0,Low Risk
C06077,766,0.22,2,0,Low Risk
C06078,816,0.49,2,0,Low Risk
C06079,517,0.15,2,0,High Risk
C06080,741,0.29,5,0,Medium Risk
C06081,665,0.17,2,0,Medium Risk
C06082,732,0.28,2,0,Medium Risk
C06083,734,0.51,1,0,Medium Risk
C06084,618,0.56,2,0,Medium Risk
C06085,539,0.19,2,0,High Risk
C06086,719,0.55,0,0,Medium Risk
C06087,654,0.15,0,0,Medium Risk
C06088,751,0.23,1,0,Low Risk
C06089,674,0.4,4,0,Medium Risk
C06090,755,0.68,2,0,Low Risk
C06091,719,0.68,2,0,Medium Risk
C06092,562,0.39,2,0,High Risk
C06093,690,0.58,2,0,Medium Risk
C06094,689,0.43,4,0,Medium Risk
C06095,660,0.55,1,0,Medium Risk
C06096,739,0.49,0,1,Medium Risk
C06097,610,0.52,1,0,Medium Risk
C06098,828,0.36,1,0,Low Risk
C06099,565,0.6,2,0,High Risk
C06100,563,0.37,3,0,High Risk
C06101,742,0.52,1,0,Medium Risk
C06102,850,0.62,6,0,Low Risk
C06103,633,0.49,7,0,Medium Risk
C06104,731,0.41,1,0,Medium Risk
C06105,787,0.42,2,0,Low Risk
C06106,669,0.53,1,0,Medium Risk
C06107,642,0.16,1,0,Medium Risk
C06108,805,0.48,2,0,Low Risk
C06109,720,0.32,5,0,Medium Risk
C06110,739,0.18,1,0,Medium Risk
C06111,576,0.65,2,1,High Risk
C06112,729,0.4,0,0,Medium Risk
C06113,776,0.37,1,0,Low Risk
C06114,733,0.43,2,0,Medium Risk
C06115,737,0.47,1,0,Medium Risk
C06116,835,0.22,1,0,Low Risk
C06117,740,0.48,5,0,Medium Risk
C06118,797,0.31,1,0,Low Risk
C06119,761,0.53,4,0,Low Risk
C06120,639,0.56,1,0,Medium Risk
C06121,713,0.1,2,1,Medium Risk
C06122,742,0.53,0,0,Medium Risk
C06123,484,0.31,1,0,High Risk
C06124,706,0.28,0,0,Medium Risk
C06125,798,0.32,2,0,Low Risk
C06126,607,0.45,2,0,Medium Risk
C06127,591,0.17,2,0,High Risk
C06128,720,0.52,0,0,Medium Risk
C06129,586,0.37,2,0,High Risk
C06130,792,0.2,0,0,Low Risk
C06131,643,0.41,3,0,Medium Risk
C06132,751,0.44,1,0,Low Risk
C06133,607,0.31,2,0,Medium Risk
C06134,850,0.64,2,0,Low Risk
C06135,850,0.52,2,0,Low Risk
C06136,791,0.5,1,0,Low Risk
C06137,628,0.13,1,0,Medium Risk
C06138,683,0.4,1,0,Medium Risk
C06139,512,0.61,1,0,High Risk
C06140,807,0.5,3,0,Low Risk
C06141,700,0.24,1,0,Medium Risk
C06142,681,0.62,0,0,Medium Risk
C06143,608,0.32,2,0,Medium Risk
C06144,778,0.65,2,0,Low Risk
C06145,738,0.41,3,0,Medium Risk
C06146,694,0.57,2,0,Medium Risk
C06147,728,0.47,1,0,Medium Risk
C06148,850,0.27,0,0,Low Risk
C06149,608,0.49,2,0,Medium Risk
C06150,576,0.11,3,1,High Risk
C06151,619,0.6,1,0,Medium Risk
C06152,798,0.68,1,0,Low Risk
C06153,715,0.22,3,0,Medium Risk
C06154,620,0.63,4,0,Medium Risk
C06155,737,0.2,5,0,Medium Risk
C06156,645,0.39,1,0,Medium Risk
C06157,705,0.28,2,0,Medium Risk
C06158,732,0.22,4,1,Medium Risk
C06159,635,0.55,2,1,Medium Risk
C06160,526,0.58,2,0,High Risk
C06161,711,0.6,1,0,Medium Risk
C06162,672,0.11,2,0,Medium Risk
C06163,634,0.61,0,0,Medium Risk
C06164,712,0.13,2,1,Medium Risk
C06165,746,0.37,3,1,Medium Risk
C06166,493,0.21,2,0,High Risk
C06167,699,0.64,1,0,Medium Risk
C06168,679,0.45,6,0,Medium Risk
C06169,656,0.38,2,1,Medium Risk
C06170,748,0.37,3,0,Medium Risk
C06171,521,0.34,2,1,High Risk
C06172,425,0.38,0,0,High Risk
C06173,544,0.44,1,0,High Risk
C06174,753,0.59,1,0,Low Risk
C06175,646,0.24,1,0,Medium Risk
C06176,667,0.58,2,1,Medium Risk
C06177,843,0.6,2,0,Low Risk
C06178,728,0.61,2,0,Medium Risk
C06179,781,0.66,3,0,Low Risk
C06180,683,0.67,3,0,Medium Risk
C06181,495,0.16,3,0,High Risk
C06182,669,0.63,2,0,Medium Risk
C06183,615,0.61,0,0,Medium Risk
C06184,617,0.33,2,0,Medium Risk
C06185,725,0.51,2,0,Medium Risk
C06186,490,0.66,2,0,High Risk
C06187,627,0.15,0,1,Medium Risk
C06188,650,0.31,4,0,Medium Risk
C06189,748,0.68,1,0,Medium Risk
C06190,850,0.43,1,0,Low Risk
C06191,500,0.16,5,1,High Risk
C06192,698,0.68,0,0,Medium Risk
C06193,659,0.64,1,0,Medium Risk
C06194,712,0.58,2,0,Medium Risk
C06195,850,0.58,2,0,Low Risk
C06196,563,0.39,4,1,High Risk
C06197,635,0.63,2,1,Medium Risk
C06198,804,0.28,4,0,Low Risk
C06199,729,0.32,3,0,Medium Risk
C06200,761,0.23,3,0,Low Risk
C06201,651,0.34,0,0,Medium Risk
C06202,777,0.24,2,0,Low Risk
C06203,770,0.3,3,0,Low Risk
C06204,721,0.51,2,0,Medium Risk
C06205,850,0.36,1,0,Low Risk
C06206,714,0.56,1,0,Medium Risk
C06207,728,0.39,1,0,Medium Risk
C06208,650,0.18,1,0,Medium Risk
C06209,729,0.55,1,0,Medium Risk
C06210,716,0.14,0,0,Medium Risk
C06211,750,0.67,4,0,Low Risk
C06212,723,0.6,0,0,Medium Risk
C06213,724,0.68,3,0,Medium Risk
C06214,652,0.25,2,0,Medium Risk
C06215,751,0.39,3,0,Low Risk
C06216,706,0.22,3,0,Medium Risk
C06217,660,0.35,2,0,Medium Risk
C06218,619,0.25,2,0,Medium Risk
C06219,765,0.61,2,0,Low Risk
C06220,764,0.17,1,0,Low Risk
C06221,679,0.24,3,0,Medium Risk
C06222,575,0.26,1,1,High Risk
C06223,824,0.54,3,0,Low Risk
C06224,809,0.48,3,0,Low Risk
C06225,850,0.18,1,0,Low Risk
C06226,521,0.46,1,0,High Risk
C06227,665,0.61,3,0,Medium Risk
C06228,623,0.37,1,0,Medium Risk
C06229,529,0.47,1,1,High Risk
C06230,695,0.42,0,0,Medium Risk
C06231,712,0.31,1,0,Medium Risk
C06232,683,0.1,0,0,Medium Risk
C06233,544,0.21,2,0,High Risk
C06234,745,0.67,0,1,Medium Risk
C06235,583,0.31,0,0,High Risk
C06236,784,0.28,2,0,Low Risk
C06237,779,0.47,0,0,Low Risk
C06238,725,0.64,2,0,Medium Risk
C06239,653,0.28,3,0,Medium Risk
C06240,702,0.23,0,0,Medium Risk
C06241,634,0.64,2,0,Medium Risk
C06242,746,0.56,4,0,Medium Risk
C06243,817,0.52,1,0,Low Risk
C06244,806,0.43,3,0,Low Risk
C06245,692,0.36,2,0,Medium Risk
C06246,817,0.48,0,0,Low Risk
C06247,720,0.23,2,0,Medium Risk
C06248,480,0.59,2,0,High Risk
C06249,807,0.35,3,0,Low Risk
C06250,706,0.55,1,0,Medium Risk
C06251,731,0.59,4,0,Medium Risk
C06252,654,0.15,2,0,Medium Risk
C06253,810,0.51,2,0,Low Risk
C06254,623,0.28,1,1,Medium Risk
C06255,802,0.32,2,0,Low Risk
C06256,601,0.54,1,0,Medium Risk
C06257,714,0.67,2,0,Medium Risk
C06258,814,0.58,2,0,Low Risk
C06259,823,0.28,4,0,Low Risk
C06260,766,0.52,0,0,Low Risk
C06261,790,0.3,3,0,Low Risk
C06262,773,0.36,3,0,Low Risk
C06263,652,0.17,0,0,Medium Risk
C06264,736,0.6,2,0,Medium Risk
C06265,715,0.49,2,0,Medium Risk
C06266,788,0.62,1,0,Low Risk
C06267,794,0.23,2,0,Low Risk
C06268,695,0.18,3,1,Medium Risk
C06269,681,0.59,1,0,Medium Risk
C06270,784,0.63,0,0,Low Risk
C06271,673,0.2,0,0,Medium Risk
C06272,792,0.49,2,0,Low Risk
C06273,702,0.2,3,0,Medium Risk
C06274,640,0.11,0,0,Medium Risk
C06275,655,0.43,1,0,Medium Risk
C06276,435,0.67,2,0,High Risk
C06277,684,0.45,1,0,Medium Risk
C06278,747,0.36,3,0,Medium Risk
C06279,850,0.27,3,0,Low Risk
C06280,634,0.27,1,0,Medium Risk
C06281,659,0.26,2,0,Medium Risk
C06282,629,0.23,4,0,Medium Risk
C06283,620,0.14,2,0,Medium Risk
C06284,742,0.55,0,0,Medium Risk
C06285,654,0.29,2,0,Medium Risk
C06286,624,0.19,4,0,Medium Risk
C06287,726,0.46,6,0,Medium Risk
C06288,739,0.66,0,0,Medium Risk
C06289,627,0.51,3,0,Medium Risk
C06290,788,0.22,3,0,Low Risk
C06291,840,0.35,4,0,Low Risk
C06292,753,0.6,4,0,Low Risk
C06293,738,0.13,0,0,Medium Risk
C06294,484,0.3,1,1,High Risk
C06295,613,0.33,3,0,Medium Risk
C06296,565,0.37,3,0,High Risk
C06297,773,0.44,0,0,Low Risk
C06298,778,0.4,2,0,Low Risk
C06299,729,0.2,0,0,Medium Risk
C06300,667,0.35,1,0,Medium Risk
C06301,666,0.32,1,0,Medium Risk
C06302,850,0.66,2,0,Low Risk
C06303,761,0.55,5,0,Low Risk
C06304,681,0.62,3,0,Medium Risk
C06305,734,0.53,0,0,Medium Risk
C06306,574,0.13,5,0,High Risk
C06307,741,0.38,3,0,Medium Risk
C06308,667,0.57,4,0,Medium Risk
C06309,735,0.45,2,0,Medium Risk
C06310,604,0.56,0,0,Medium Risk
C06311,850,0.68,3,0,Low Risk
C06312,610,0.25,3,0,Medium Risk
C06313,659,0.69,0,0,Medium Risk
C06314,590,0.17,0,0,High Risk
C06315,624,0.65,1,0,Medium Risk
C06316,677,0.22,3,0,Medium Risk
C06317,694,0.53,0,0,Medium Risk
C06318,668,0.57,1,0,Medium Risk
C06319,735,0.59,6,1,Medium Risk
C06320,850,0.36,0,0,Low Risk
C06321,672,0.2,5,0,Medium Risk
C06322,644,0.58,5,0,Medium Risk
C06323,813,0.49,2,0,Low Risk
C06324,604,0.25,2,0,Medium Risk
C06325,838,0.34,3,0,Low Risk
C06326,524,0.28,1,0,High Risk
C06327,780,0.65,2,0,Low Risk
C06328,604,0.58,2,0,Medium Risk
C06329,601,0.63,1,0,Medium Risk
C06330,725,0.13,1,0,Medium Risk
C06331,772,0.5,3,0,Low Risk
C06332,752,0.26,2,0,Low Risk
C06333,628,0.55,5,0,Medium Risk
C06334,767,0.63,2,0,Low Risk
C06335,614,0.56,2,0,Medium Risk
C06336,667,0.65,2,0,Medium Risk
C06337,638,0.34,2,0,Medium Risk
C06338,676,0.47,2,0,Medium Risk
C06339,641,0.38,2,0,Medium Risk
C06340,706,0.6,3,0,Medium Risk
C06341,568,0.44,1,0,High Risk
C06342,743,0.53,2,0,Medium Risk
C06343,644,0.48,2,0,Medium Risk
C06344,595,0.62,2,0,High Risk
C06345,782,0.42,2,0,Low Risk
C06346,850,0.17,4,0,Low Risk
